mkey,speckey,step,relationship,affiliation,begin_date,end_date,portion,position,attrib_type,attributor,attrib_date,attrib_source,certainty,attrib_comment,note,option1,option2,option3,option4,unlinked_value,prior_attribution,taxvarkey,type_specimen,taxonomy,broader_text
380544,1156197,,,,,,,,,,,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
380560,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
380062,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
389033,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
389034,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
59844,502808,,,,,,,,,,,,,,,,,,,,false,,false,Fuscopannaria praetermissa,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Peltigerineae; Pannariaceae; Fuscopannaria
640538,1072386,,,associated species,,,,,,"Ahti, Teuvo T.",1966,,,,,,,,,,false,,false,Cladonia coccifera,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Cladoniaceae; Cladonia
746177,1105078,,,,,,,,,,,,,,,,,,,,false,,false,Cirsium kamtschaticum,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Cirsium
24113,1007462,,,,,,,,,"Ireland, R.R.",1989,,,,,,,,,,false,,false,Sphagnum fimbriatum,Plantae; Bryophyta; Sphagnopsida; Sphagnidae; Sphagnales; Sphagnaceae; Sphagnum
20044,1009911,,,,,,,,,"Cain   , R.F.",,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20122,1009480,,,,,,,,,,,,,,,,,,,,false,,false,Barbula convoluta,Plantae; Bryophyta; Bryopsida; Bryidae; Pottiales; Pottiaceae; Barbula
28542,1007699,,,,,,,,,"Ireland, R.R.",1971,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28544,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28568,1007699,,,,,,,,,"Ireland, R.R.",1982,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28531,1007699,,,,,,,,,"Ireland, R.R.",1973,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28505,1007699,,,,,,,,,"Ireland, R.R.",1975,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
106959,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
652874,1183782,,,,,,,,,"Elven, Reidar",2009,,,,,,,,,,false,,false,Papaver hultenii,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Papaverales; Papaveraceae; Papaver
653269,1183782,,,,,,,,,"Elven, Reidar",2009,,,,,,,,,,false,,false,Papaver hultenii,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Papaverales; Papaveraceae; Papaver
110670,1169652,,,,,,,,,,,,,,,,,,,,false,,false,Salix richardsonii,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
106943,1088309,,,,,,,,,,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
106918,1088309,,,,,,,,,,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
126987,1085501,,,,,,,,,"Argus, G.W.",1980,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
127025,1085501,,,,,,,,,"Argus, G.W.",1980,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
127026,1085501,,,,,,,,,"Argus, G.W.",1980,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
124011,1085501,,,,,,,,,"Argus, G.W.",1973,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
130865,1088324,,,,,,,,,A.Dho,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
135400,1088309,,,,,,,,,"Brunton, D.F.",,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
129566,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
146570,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
145248,1169507,,,,,,,,,"Dugal, A.W.",1984,,,,,,,,,,false,,false,Potentilla anserina,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Potentilla
142064,1169507,,,,,,,,,"Dugal, A.",,,,,,,,,,,false,,false,Potentilla anserina,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Potentilla
146419,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
148743,1085501,,,,,,,,,"Argus, G.W.",1972,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
146490,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
158545,1085501,,,,,,,,,"Ovenden, L.",1985,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
350336,1146919,,,,,,,,,"Jarzen, S.A. & Jarzen, D.M.",1989-08,,,,,,,,,,false,,false,Juniperus virginiana,Plantae; Coniferophyta; Coniferopsida; Coniferales; Cupressaceae; Juniperus
351136,1146905,,,,,,,,,"Jarzen, S.A. & Jarzen, D.M.",1989-08,,,,,,,,,,false,,false,Juniperus communis,Plantae; Coniferophyta; Coniferopsida; Coniferales; Cupressaceae; Juniperus
351140,1146932,,,,,,,,,"Jarzen, S.A. & Jarzen, D.M.",1989-08,,,,,,,,,,false,,false,Thuja plicata,Plantae; Coniferophyta; Coniferopsida; Coniferales; Cupressaceae; Thuja
366383,1169507,,,,,,,,,,,,,,,,,,,,false,,false,Potentilla anserina,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Potentilla
378705,1157968,,,,,,,,,,,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
374688,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
379011,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
376445,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
378076,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
373569,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
379153,1160261,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
383911,1156197,,,,,,,,,,,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
386700,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
388013,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
381609,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
375949,1157968,,,,,,,,,,,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
393226,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
59231,1073893,,,,,,,,,,,,,,,,,,,,false,,false,Mycobilimbia tetramera,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Psorineae; Ramalinaceae; Mycobilimbia
557402,1163405,,,,,,,,,,,,,,,,,,,,false,,false,Ichthyodectes ctenodon,Animalia; Chordata; Vertebrata; Gnathostomata; Actinopterygii; Neopterygii; Teleostei; Ichthyodectiformes; Ichthyodectidae; Ichthyodectes
645016,1072496,,,,,,,,,,,,,,,,,,,,false,,false,Cladonia subulata,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Cladoniaceae; Cladonia
733085,1008186,,,associated species,,,,,,"Doubt, Jennifer",2014,,,,,,,,,,false,,false,Cinclidium stygium,Plantae; Bryophyta; Bryopsida; Bryidae; Bryales; Mniaceae; Cinclidium
753226,1169652,,,,,,,,,"Argus, George W.",2012,,,,,,,,,,false,,false,Salix richardsonii,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
22657,1009911,,,,,,,,,"Garton , C.E.",1975,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20050,1009911,,,,,,,,,,,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
17335,1007503,,,,,,,,,"Ireland, R.R.",,,,,,,,,,,false,,false,Sphagnum palustre,Plantae; Bryophyta; Sphagnopsida; Sphagnidae; Sphagnales; Sphagnaceae; Sphagnum
28494,1007699,,,,,,,,,"Ireland, R.R.",1978,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28499,1007699,,,,,,,,,"Ireland, R.R.",1981,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28516,1007699,,,,,,,,,"Ireland, R.R.",1978,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
65238,1071378,,,,,,,,,,,,,,,,,,,,false,,false,Amygdalaria,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Porpidiaceae
106954,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
106960,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
653445,1183782,,,,,,,,,"Elven, Reidar",2009,,,,,,,,,,false,,false,Papaver hultenii,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Papaverales; Papaveraceae; Papaver
653507,1183782,,,,,,,,,"Elven, Reidar",2009,,,,,,,,,,false,,false,Papaver hultenii,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Papaverales; Papaveraceae; Papaver
106915,1088309,,,,,,,,,,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
130088,1085501,,,,,,,,,"Brunton, D.F.",,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
126898,1088324,,,,,,,,,"Hainault, R.",1979,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
146494,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
146561,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
148841,1085501,,,,,,,,,"Argus, G.W.",1982,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
154594,1088309,,,,,,,,,"Scoggan, H.J.",1955,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
158828,1088324,,,,,,,,,"Dugal, A.W.",1987,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
375941,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
378472,1157968,,,,,,,,,,,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
379656,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
376271,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
373731,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
376155,1156197,,,,,,,,,,,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
373804,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
375280,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
385419,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
382418,1157968,,,,,,,,,,,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
379945,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
382635,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
379736,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
382356,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
375778,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
383055,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
376224,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
376245,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
380676,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
377914,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
380038,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
702225,1150884,,,,,,,,,,,,,,,,,,,,false,,false,Colius striatus,Animalia; Chordata; Vertebrata; Aves; Coliiformes; Coliidae; Colius
20055,1009911,,,,,,,,,"Ireland, R.R.",,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
22142,1009480,,,,,,,,,"Ireland, R.R.",,,,,,,,,,,false,,false,Barbula convoluta,Plantae; Bryophyta; Bryopsida; Bryidae; Pottiales; Pottiaceae; Barbula
28510,1007699,,,,,,,,,"Ireland, R.R.",1981,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28511,1007699,,,,,,,,,"Ireland, R.R.",1988,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
29594,1009911,,,,,,,,,,,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
28537,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
71539,1165416,,,,,,,,,,,,,,,,,,,,false,,false,Parmelia squarrosa,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Parmeliaceae; Parmelia
69429,501157,,,,,,,,,P.Y. Wong,1985,,,,,,,,,,false,,false,Acarospora badiofusca,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Acarosporomycetidae; Acarosporales; Acarosporaceae; Acarospora
73682,501157,,,,,,,,,,,,,,,,,,,,false,,false,Acarospora badiofusca,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Acarosporomycetidae; Acarosporales; Acarosporaceae; Acarospora
652865,1183782,,,,,,,,,"Elven, Reidar",2009,,,,,,,,,,false,,false,Papaver hultenii,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Papaverales; Papaveraceae; Papaver
126983,1085501,,,,,,,,,"Argus, G.W.",1980,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
129577,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
130003,1085501,,,,,,,,,R.Rosie,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
146531,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
146567,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
138831,1088324,,,,,,,,,"Dugal, A.W.",1985,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
142717,1169507,,,,,,,,,"Dugal, A.",,,,,,,,,,,false,,false,Potentilla anserina,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Potentilla
147713,1091172,,,,,,,,,"Gillett, J.M.",1982,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
155322,1091172,,,,,,,,,"Gordon, M.E.",1987,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
150363,1088309,,,,,,,,,"Dugal, A.W.",1986,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
146441,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
149713,1088309,,,,,,,,,"Dugal, A.W.",1986,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
148747,1085501,,,,,,,,,"Argus, G.W.",1972,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
154844,1085501,,,,,,,,,"Argus, G.W.",1987,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
154847,1085501,,,,,,,,,"Argus, G.W.",1987,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
154852,1085501,,,,,,,,,"Argus, G.W.",1987,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
158996,1085501,,,,,,,,,"Argus, G.W.",1987,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
158415,1085501,,,,,,,,,"Ovenden, L.",1985,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
370188,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
366849,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
375884,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
373398,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
378142,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
374168,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
374959,1156197,,,,,,,,,,,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
373800,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
373829,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
380472,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
385251,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
386587,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
386606,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
381830,1160261,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
