CMNC 1980-0003,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0103,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1988-0141,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0306,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0307,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0093,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0094,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0097,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0100,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0121,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0190,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1985-0209,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1985-0210,"Bousfield, Edward L.","Bousfield, Edward L"
CMNA 1988-0289,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNA 1988-0290,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNA 1988-0291,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNA 1988-0292,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNA 1988-0293,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNA 1988-0294,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNA 1988-0300,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0243,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0707,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0079,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1064,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1065,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1066,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0249,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0253,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0254,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1123,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1131,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1137,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0655,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0041,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0044,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0045,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0047,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0388,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0390,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0400,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0775,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0777,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0391,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0180,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNC 1987-1133,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1134,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0017,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0028,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0062,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0739,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0050,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0062,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0216,"Simenstad, G.","Simenstad, Charles A."
CMNC 1983-0666,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0879,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0931,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0079,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0011,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0065,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-1122,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1985-0197,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0602,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0603,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1985-0180,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1988-0542,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0618,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0117,"Bousfield, Edward L.","Bousfield, Edward L"
CANL 122122,"Brodo, Irwin M.; Selva, Steve; Dugal, Albert W.","Selva, Steve; Dugal, Albert W.; Brodo, Irwin M."
CMNC 1988-0191,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0373,"Bousfield, Edward L.; Bousfield, Barbara; Bousfield, Marjorie A.","Bousfield, Edward L; Bousfield, Barbara; Bousfield, Marjorie A"
CMNC 1989-0158,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1987-0005,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0440,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0556,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0559,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0627,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0696,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0996,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0568,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0571,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0572,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0573,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0574,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0442,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0443,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-1091,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0704,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0946,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0551,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0553,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0554,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0013,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0198,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0286,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0734,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0735,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0947,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0948,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0949,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0950,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0014,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0015,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0016,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0240,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0389,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0390,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0185,"Bousfield, Edward L.; Rafi, Fahmida","Bousfield, Edward L; Rafi, Fahmida"
CMNC 1983-0616,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0617,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0619,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-1002,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0766,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-1080,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-1085,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0238,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0430,"Bousfield, Edward L.; Mills, Eric L.; Deichmann, Elizabeth","Bousfield, Edward L; Mills, Eric L.; Deichmann, Elizabeth"
CMNC 1983-0431,"Bousfield, Edward L.; Mills, Eric L.; Deichmann, Elizabeth","Bousfield, Edward L; Mills, Eric L.; Deichmann, Elizabeth"
CMNC 1980-0490,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0793,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0365,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0382,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0383,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0096,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0669,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0930,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0931,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0912,"Lebednik, P.A.","Lebednik, Phillip A."
CMNC 1981-0913,"Lebednik, P.A.","Lebednik, Phillip A."
CMNC 1981-0914,"Lebednik, P.A.","Lebednik, Phillip A."
CMNC 1981-0932,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0933,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0954,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0570,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0571,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0085,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0097,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0098,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0099,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0927,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0928,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0929,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0425,"Bravender, B.","Bravender, Beverly"
CMNC 1980-0426,"Bravender, B.","Bravender, Beverly"
CMNC 1980-0427,"Bravender, B.","Bravender, Beverly"
CMNC 1980-0455,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0795,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0934,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0935,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0215,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0588,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0589,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0591,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0593,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0565,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0568,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0569,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0043,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-0828,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0205,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0244,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0211,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0224,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1980-0498,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0651,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1981-0652,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0250,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0252,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0258,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1519,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1520,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0456,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0459,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0218,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0292,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0294,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0289,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0290,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1254,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1255,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1256,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1257,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1258,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1259,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0572,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0574,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0469,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0381,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0367,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0746,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0493,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1982-0497,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-1521,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0742,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0745,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1989-1058,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1983-0429,"Bousfield, Edward L.; Mills, Eric L.; Deichmann, Elizabeth","Bousfield, Edward L; Deichmann, Elizabeth; Mills, Eric L."
CMNC 1989-1064,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1986-0991,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-1384,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-1385,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-1386,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0827,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-1396,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-1398,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0276,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0278,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0279,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0283,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0284,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0700,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-1469,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0826,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0194,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-0165,"Bousfield, Edward L.","Bousfield, Edward L"
CMNC 1984-1528,"Bousfield, Edward L.","Bousfield, Edward L"
CANM 313759,"Gagnon, J.Y.; Rosen, T.","Gagnon, Jean Y.; Rosen, T."
CANM 313761,"Gagnon, J.Y.; Rosen, T.","Gagnon, Jean Y.; Rosen, T."
CMNFI 1983-0741.1,"Bousfield, Edward L.","Bousfield, Edward L"
CMNFI 1980-1204.1,"Bousfield, Edward L.","Bousfield, Edward L"
CMNFI 1983-0740.1,"Bousfield, Edward L.","Bousfield, Edward L"
CMNFI 1980-0951.1,"Rankin, R. Michael; NMC Herpetology; Thonney, Jean-Pierre; Jones, J.; McMurray, Ian T.; Murray, Kevin","Rankin, R. Michael; Murray, Kevin; McMurray, Ian T.; Jones, J.; Thonney, Jean-Pierre; NMC Herpetology"
CMNFI 1982-0119.1,"Lanteigne-Courchêne, Jacqueline; Hanson, J.M.; Richardson, G.M.","Lanteigne-Courchêne, Jacqueline; Richardson, G.M.; Hanson, J. Mark"
CMNFI 1986-0625.1,"Schueler, Frederick W.; Rankin, R. Michael; Johnstone C.; Johnstone, L.","Schueler, Frederick W.; Rankin, R. Michael; Johnstone, L.; Johnstone C."
CMNFI 1986-0625.2,"Schueler, Frederick W.; Rankin, R. Michael; Johnstone C.; Johnstone, L.","Schueler, Frederick W.; Rankin, R. Michael; Johnstone, L.; Johnstone C."
CMNFI 1977-0582.9,University of Montreal,Université de Montréal
CMNFI 1977-0582.10,University of Montreal,Université de Montréal
CMNFI 1977-0582.1,University of Montreal,Université de Montréal
CMNFI 1977-0582.2,University of Montreal,Université de Montréal
CMNFI 1977-0582.3,University of Montreal,Université de Montréal
CMNFI 1977-0582.4,University of Montreal,Université de Montréal
CMNFI 1977-0582.5,University of Montreal,Université de Montréal
CMNFI 1977-0582.7,University of Montreal,Université de Montréal
CMNFI 1977-0582.8,University of Montreal,Université de Montréal
CMNFI 1958-0200.1,"Halkett, A.","Halkett, Andrew"
CMNFI 1976-0390.1,"Bousfield, Edward L.; Bousfield, Marjorie A.","Bousfield, Edward L; Bousfield, Marjorie A"
CMNFI 1976-0387.1,"Bousfield, Edward L.","Bousfield, Edward L"
CMNFI 1964-0211.2,"McAllister, Donald E.; Tottenham, J.L.; Powell, C. Bruce","McAllister, Donald E.; Powell, C. Bruce; Tottenham, J.L."
CMNFI 1964-0211.4,"McAllister, Donald E.; Tottenham, J.L.; Powell, C. Bruce","McAllister, Donald E.; Powell, C. Bruce; Tottenham, J.L."
CMNFI 1964-0211.5,"McAllister, Donald E.; Tottenham, J.L.; Powell, C. Bruce","McAllister, Donald E.; Powell, C. Bruce; Tottenham, J.L."
CMNFI 1968-0204.2,"McAllister, Donald E.; Willock, Thomas A.; Barnard, Colin","McAllister, Donald E.; Barnard, Colin; Willock, Thomas A."
CMNFI 1968-0204.5,"McAllister, Donald E.; Willock, Thomas A.; Barnard, Colin","McAllister, Donald E.; Barnard, Colin; Willock, Thomas A."
CMNFI 1968-0204.7,"McAllister, Donald E.; Willock, Thomas A.; Barnard, Colin","McAllister, Donald E.; Barnard, Colin; Willock, Thomas A."
CMNFI 1960-0449.2,"Tuck, Leslie M.; Vladykov, Vadim D. (source)","Tuck, Leslie M.; Vladykov, Vadim D."
CMNFI 1960-0449.3,"Tuck, Leslie M.; Vladykov, Vadim D. (source)","Tuck, Leslie M.; Vladykov, Vadim D."
CMNFI 1960-0449.4,"Tuck, Leslie M.; Vladykov, Vadim D. (source)","Tuck, Leslie M.; Vladykov, Vadim D."
CMNFI 1960-0449.5,"Tuck, Leslie M.; Vladykov, Vadim D. (source)","Tuck, Leslie M.; Vladykov, Vadim D."
CMNFI 1960-0449.6,"Tuck, Leslie M.; Vladykov, Vadim D. (source)","Tuck, Leslie M.; Vladykov, Vadim D."
CMNFI 1960-0477.4,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0478.1,"McAllister, Donald E.; Hunter, John G.; Bray, J.R.; Gidney, I.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0478.2,"McAllister, Donald E.; Hunter, John G.; Bray, J.R.; Gidney, I.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1960-0478.3,"McAllister, Donald E.; Hunter, John G.; Bray, J.R.; Gidney, I.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0478.4,"McAllister, Donald E.; Hunter, John G.; Bray, J.R.; Gidney, I.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1960-0478.5,"McAllister, Donald E.; Hunter, John G.; Bray, J.R.; Gidney, I.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0478.6,"McAllister, Donald E.; Hunter, John G.; Bray, J.R.; Gidney, I.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1974-0263.3,"McAllister, Donald E.; Boom, John D.G.","Boom, John D.G.; McAllister, Donald E.; Boom, John D.G."
CMNFI 1970-0280.10,"McAllister, Donald E.; Hunter, John G.; Sleno, Gary A.","McAllister, Donald E.; Sleno, Gary A.; Hunter, John G."
CMNFI 1970-0280.6,"McAllister, Donald E.; Hunter, John G.; Sleno, Gary A.","McAllister, Donald E.; Sleno, Gary A.; Hunter, John G."
CMNFI 1970-0280.7,"McAllister, Donald E.; Hunter, John G.; Sleno, Gary A.","McAllister, Donald E.; Sleno, Gary A.; Hunter, John G."
CMNFI 1970-0280.11,"McAllister, Donald E.; Hunter, John G.; Sleno, Gary A.","McAllister, Donald E.; Sleno, Gary A.; Hunter, John G."
CMNFI 1970-0285.1,"McAllister, Donald E.; Hunter, John G.; Sleno, Gary A.","McAllister, Donald E.; Sleno, Gary A.; Hunter, John G."
CMNFI 1970-0280.2,"McAllister, Donald E.; Hunter, John G.; Sleno, Gary A.","McAllister, Donald E.; Sleno, Gary A.; Hunter, John G."
CMNFI 1970-0280.3,"McAllister, Donald E.; Hunter, John G.; Sleno, Gary A.","McAllister, Donald E.; Sleno, Gary A.; Hunter, John G."
CMNFI 1960-0475.1,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1960-0475.2,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0475.3,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1960-0475.4,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0475.5,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1960-0475.6,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0477.1,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1960-0477.2,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Gidney, I.; Bray, J.R.; Hunter, John G."
CMNFI 1960-0477.3,"McAllister, Donald E.; Hunter, John G.; Gidney, I.; Bray, J.R.","McAllister, Donald E.; Bray, J.R.; Gidney, I.; Hunter, John G."
CMNFI 1975-1953.9,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.1,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.2,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.3,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.4,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.5,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.6,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.7,"Bohn, A.","Bohn, Arne"
CMNFI 1975-1953.8,"Bohn, A.","Bohn, Arne"
CMNFI 1972-0339.1,"Johnson, L.","Johnson, Lionel"
CMNFI 1972-0339.2,"Johnson, L.","Johnson, Lionel"
CMNFI 1972-0339.3,"Johnson, L.","Johnson, Lionel"
CMNFI 1972-0339.4,"Johnson, L.","Johnson, Lionel"
