id_number,label_name,taxon_link,ident,id_date,type_status,higher_taxa,count,sex,coll_num,collector,place_collected,date_collected,spec_nature,description,acq_number,site_desc,altitude,lat,long,site_notes,home_loc
CANL 113736,Cladonia crispata,Cladonia crispata,"Hammer, S.",1994,,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Cladoniaceae; Cladonia,1,,"","Hammer, S.","North America: United States, Maine, Washington Co. (ME), Edmunds, Town of",1994-07-10,dry,,A2000.0006,Cobscook Bay State Park,0 m,45.0,-67.0,On partially shaded rocky outcropping.,Natural Heritage Building/ Herbarium
CANL 113742,Cladonia floridana,Cladonia floridana,"Hammer, S.",1995,,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Cladoniaceae; Cladonia,1,,"","Hammer, S.","North America: United States, Maine, Washington Co. (ME), Edmunds, Town of",1995-08-30,dry,,A2000.0006,Cobscook Bay State Park,0 m,45.0,-67.0,On partially shaded rocky outcropping.,Natural Heritage Building/ Herbarium
CANL 113752,Cladonia maxima,Cladonia maxima,"Ahti, Teuvo",1994,,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Cladoniaceae; Cladonia,1,,"","Hammer, S.","North America: United States, Maine, Washington Co. (ME), Edmunds, Town of",1994-07-10,dry,,A2000.0006,Cobscook Bay State Park,0 m,45.0,-67.0,On partially shaded rocky outcropping.,Natural Heritage Building/ Herbarium
CANL 113762,Cladonia pyxidata,Cladonia pyxidata,"Ahti, Teuvo",1995,,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Cladoniaceae; Cladonia,1,,"","Hammer, S.","North America: United States, Maine, Washington Co. (ME), Edmunds, Town of",1995-08-30,dry,,A2000.0006,Cobscook Bay State Park,0 m,45.0,-67.0,Abundant on thin soil over rocks.,Natural Heritage Building/ Herbarium
CANL 114711,Fuscidea arboricola,Fuscidea arboricola,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Fuscidea,1,,30599,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114718,Ropalospora chlorantha,Ropalospora chlorantha,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Ropalospora,1,,30596,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114720,Fuscidea arboricola,Fuscidea arboricola,"Brodo, I.M.","",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Fuscidea,1,,1,"Rolih, Kasey","North America: United States, Maine, Washington Co. (ME)",2002-07-09,dry,,A2002.0073,Steuben; Eagle Hill Field Research Station.,"",44.466667,-67.933333,Conifer-maple woods near entrance to station.,Natural Heritage Building/ Herbarium
CANL 114722,Fuscidea arboricola,Fuscidea arboricola,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Fuscidea,1,,30595B,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114724,Fuscidea arboricola,Fuscidea arboricola,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Fuscidea,1,,30593,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114726,Acarospora molybdina,Acarospora molybdina,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Acarosporomycetidae; Acarosporales; Acarosporaceae; Acarospora,1,,30579,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,Over Point on west shore of Petit Manon Point.,"",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114727,Acrocordia cavata,Acrocordia cavata,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Pyrenulales; Monoblastiaceae; Acrocordia,1,,30588,"Brodo, Irwin M.; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-08-25,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mixed forest of Tsuga, Picea, Acer, Betula.",Natural Heritage Building/ Herbarium
CANL 114728,Acrocordia cavata,Acrocordia cavata,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Pyrenulales; Monoblastiaceae; Acrocordia,1,,30586,"Brodo, Irwin M.; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-08-25,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mixed forest of Tsuga, Picea, Acer, Betula.",Natural Heritage Building/ Herbarium
CANL 114730,Aspicilia cinerea,Aspicilia cinerea,"Brodo, Irwin M.","",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Ostropomycetidae; Pertusariales; Megasporaceae; Aspicilia,1,,30584,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,"McKlennan Park, 7 km S of Millbridge facing Douglas Island Harbour.","",44.483333,-67.85,Rocky headlands at shore.,Natural Heritage Building/ Herbarium
CANL 114731,Anisomeridium biforme,Anisomeridium biforme,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Pyrenulales; Monoblastiaceae; Anisomeridium,1,,30606,"Brodo, Irwin M.","North America: United States, Maine, Hancock Co. (ME)",2001-08-29,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mature forest of Tsuga, Picea, Acer, Fagus, Betula.",Natural Heritage Building/ Herbarium
CANL 114732,Buellia stillingiana,Buellia stillingiana,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Physciineae; Physciaceae; Buellia,1,,30611,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-31,dry,,A2002.0073,Steuben. Gravel quarry at intersection of Mogador Road and Schooner Point Road.,"",44.483333,-67.933333,"Open, disturbed site.",Natural Heritage Building/ Herbarium
CANL 114733,Caloplaca borealis,Caloplaca borealis,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Teloschistineae; Teloschistaceae; Caloplaca,1,,30616,"Brodo, Irwin M.; Hawksworth, D.L.; Cole, Mariette; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-09-01,dry,,A2002.0073,"Tunk Lake, along Route 182 west of boat launch site on trail to Salmon Pond on north side of road.","",44.6,-68.066667,"Mature forest of Tsuga, Acer, Fagus, Betula.",Natural Heritage Building/ Herbarium
CANL 114734,Cladonia boryi,Cladonia boryi,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Cladoniaceae; Cladonia,1,,30617B,"Brodo, Irwin M.; Brodo, Fenja B.","North America: United States, Maine, Washington Co. (ME)",2001-09-02,dry,,A2002.0073,"Petit Manon Point, on N side of service road.","",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114735,Dendriscocaulon sp.,Dendriscocaulon,,"",,Chitinous Fungi; Dicaryomycotina,1,,30615,"Brodo, Irwin M.; Brodo, Fenja B.; Hawksworth, D.L.; Cole, Mariette","North America: United States, Maine, Hancock Co. (ME)",2001-09-01,dry,,A2002.0073,"Tunk Lake, along Route 182 west of boat launch site on trail to Salmon Pond on north side of road.","",44.6,-68.066667,"Mature forest of Tsuga, Acer, Fagus, Betula.",Natural Heritage Building/ Herbarium
CANL 114736,Fuscidea recensa var. arcuatula,Fuscidea recensa var. arcuatula,"Fryday, Alan M.",2005-09,,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Fuscidea; Fuscidea recensa,1,,30583,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,"McKlennan Park, 7 km S of Millbridge facing Douglas Island Harbour.","",44.483333,-67.85,Rocky headlands at shore.,Natural Heritage Building/ Herbarium
CANL 114737,Fuscidea recensa var. arcuatula,Fuscidea recensa var. arcuatula,"Fryday, Alan M.",2005-09,,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Fuscidea; Fuscidea recensa,1,,30602,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""yellow trail"".","",44.466667,-67.933333,Mixed forest.,Natural Heritage Building/ Herbarium
CANL 114738,Ephebe lanata,Ephebe lanata,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Sordariomycetes; Lichinomycetidae; Lichinales; Lichinaceae; Ephebe,1,,30609,"Brodo, Irwin M.","North America: United States, Maine, Hancock Co. (ME)",2001-08-29,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mature forest of Tsuga, Picea, Acer, Fagus, Betula.",Natural Heritage Building/ Herbarium
CANL 114739,Fuscidea recensa var. arcuatula,Fuscidea recensa var. arcuatula,"Fryday, Alan M.",2005-09,,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Fuscidea; Fuscidea recensa,1,,30610,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-31,dry,,A2002.0073,"Steuben, Gravel quarry at intersection of Mogador Road and Schooner Point Road.","",44.483333,-67.933333,"Open, disturbed site.",Natural Heritage Building/ Herbarium
CANL 114740,Hypogymnia krogiae,Hypogymnia krogiae,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Parmeliaceae; Hypogymnia,1,,30592,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114741,Lecanora cfr. gangaleoides,Lecanora gangaleoides,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Lecanoraceae; Lecanora,1,,30594,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114742,Lecanora pulicaris,Lecanora pulicaris,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Lecanoraceae; Lecanora,1,,30597,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114743,Lopadium disciforme,Lopadium disciforme,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lopadium,1,,30591,"Brodo, Irwin M.; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-08-25,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mixed forest of Tsuga, Picea, Acer, Betula.",Natural Heritage Building/ Herbarium
CANL 114744,Micarea prasina,Micarea prasina,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Psorineae; Pilocarpaceae; Micarea,1,,30595A,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114745,Loxospora pustulata,Loxospora pustulata,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Loxospora,1,,30608,"Brodo, Irwin M.","North America: United States, Maine, Hancock Co. (ME)",2001-08-29,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mature forest of Tsuga, Picea, Acer, Fagus, Betula.",Natural Heritage Building/ Herbarium
CANL 114746,Micarea erratica,Leimonis erratica,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Psorineae; Pilocarpaceae; Leimonis,1,,30613,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-31,dry,,A2002.0073,Steuben. Gravel quarry at intersection of Mogador Road and Schooner Point Road.,"",44.483333,-67.933333,"Open, disturbed site.",Natural Heritage Building/ Herbarium
CANL 114748,Micarea endocyanea,Micarea endocyanea,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Psorineae; Pilocarpaceae; Micarea,1,,30587,"Brodo, Irwin M.; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-08-25,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mixed forest of Tsuga, Picea, Acer, Betula.",Natural Heritage Building/ Herbarium
CANL 114750,Ochrolechia arborea,Ochrolechia arborea,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Ostropomycetidae; Pertusariales; Ochrolechiaceae; Ochrolechia,1,,30601,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-26,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, along ""red trail"" to shore.","",44.466667,-67.933333,Mixed forest and shady rock outcrops.,Natural Heritage Building/ Herbarium
CANL 114751,Mycobilimbia tetramera,Mycobilimbia tetramera,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Psorineae; Ramalinaceae; Mycobilimbia,1,,30604,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-27,dry,,A2002.0073,Over Point on west shore of Petit Manon Point.,"",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114752,Pertusaria amara,Variolaria amara,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Ostropomycetidae; Pertusariales; Pertusariaceae; Variolaria,1,,30580,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,Over Point on west shore of Petit Manon Point.,"",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114753,Phaeocalicium compressulum,Phaeocalicium compressulum,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Eurotiomycetes; Mycocaliciomycetidae; Mycocaliciales; Mycocaliciaceae; Phaeocalicium,1,,30605B,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-28,dry,,A2002.0073,Over Point on west shore of Petit Manon Point.,"",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114754,Porpidia tahawasiana,Porpidia tahawasiana,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Porpidiaceae; Porpidia,1,,30605A,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-28,dry,,A2002.0073,Over Point on west shore of Petit Manon Point.,"",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114755,Placynthiella icmalea,Placynthiella icmalea,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Ostropomycetidae; Agyriales; Agyriaceae; Placynthiella,1,,30612,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-31,dry,,A2002.0073,Steuben. Gravel quarry at intersection of Mogador Road and Schooner Point Road.,"",44.483333,-67.933333,"Open, disturbed site.",Natural Heritage Building/ Herbarium
CANL 114756,Collemopsidium halodytes,Collemopsidium halodytes,,"",,Chitinous Fungi; Dicaryomycotina; Ascomycetes; Euascomycetidae; Dothideales,1,,30582,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,"McKlennan Park, 7 km S of Millbridge facing Douglas Island Harbour.","",44.483333,-67.85,Rocky headlands at shore.,Natural Heritage Building/ Herbarium
CANL 114757,Pyrrhospora elabens,Pyrrhospora elabens,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Lecanorineae; Lecanoraceae; Pyrrhospora,1,,30603,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-27,dry,,A2002.0073,"Steuben, Eagle Hill Field Research Institute, Eagle Hill summit looking north.","",44.466667,-67.933333,Mixed forest.,Natural Heritage Building/ Herbarium
CANL 114758,Rhizocarpon hochstetteri,Rhizocarpon hochstetteri,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Lecanorales; Rhizocarpineae; Rhizocarpaceae; Rhizocarpon,1,,30589,"Brodo, Irwin M.; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-08-25,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mixed forest of Tsuga, Picea, Acer, Betula.",Natural Heritage Building/ Herbarium
CANL 114759,Ropalospora chlorantha,Ropalospora chlorantha,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Lecanoromycetidae; Umbilicariales; Fuscideaceae; Ropalospora,1,,30590,"Brodo, Irwin M.; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-08-25,dry,,A2002.0073,"Tunk Lake, along Route 182 near boat launch site on north side of road.","",44.6,-68.066667,"Mixed forest of Tsuga, Picea, Acer, Betula.",Natural Heritage Building/ Herbarium
CANL 114761,Verrucaria striatula,Verrucaria striatula,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Verrucariales; Verrucariaceae; Verrucaria,1,,30577,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,Over Point on west shore of Petit Manon Point.,"",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114762,Wahlenbergiella mucosa,Wahlenbergiella mucosa,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Verrucariales; Verrucariaceae; Wahlenbergiella,1,,30578,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,Over Point on west shore of Petit Manon Point.,"",44.433333,-67.916667,Boulders and alder thickets along a sandy beach.,Natural Heritage Building/ Herbarium
CANL 114763,Cfr. Stigmidium marinum,Stigmidium marinum,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; Mycosphaerellaceae; Stigmidium,1,,30581,"Brodo, Irwin M.; Brodo, Fenja B.; Schumm, Felix","North America: United States, Maine, Washington Co. (ME)",2001-08-25,dry,,A2002.0073,"McKlennan Park, 7 km S of Millbridge facing Douglas Island Harbour.","",44.483333,-67.85,Rocky headlands at shore.,Natural Heritage Building/ Herbarium
CANL 114764,Xylographa opegraphella,Xylographa opegraphella,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Lecanoromycetes; Ostropomycetidae; Agyriales; Agyriaceae; Xylographa,1,,30614,"Brodo, Irwin M.","North America: United States, Maine, Washington Co. (ME)",2001-08-31,dry,,A2002.0073,Steuben. Gravel quarry at intersection of Mogador Road and Schooner Point Road.,"",44.483333,-67.933333,"Open, disturbed site.",Natural Heritage Building/ Herbarium
CANL 114765,Staurothele fissa,Staurothele fissa,,"",,Chitinous Fungi; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Verrucariales; Verrucariaceae; Staurothele,1,,30617A,"Brodo, Irwin M.; Hawksworth, D.L.; Cole, Mariette; Brodo, Fenja B.","North America: United States, Maine, Hancock Co. (ME)",2001-09-01,dry,,A2002.0073,"Tunk Lake, along Route 182 west of boat launch site on trail to Salmon Pond on north side of road.","",44.6,-68.066667,"Mature forest of Tsuga, Acer, Fagus, Betula.",Natural Heritage Building/ Herbarium
