id,language,site_id,site_type,site_name,environment,description,site_date,location,location_accuracy,start_latitude,start_longitude,end_latitude,end_longitude,utm_start,utm_end,start_latitude_dec,start_longitude_dec,end_latitude_dec,end_longitude_dec,decimal_is_primary,coord_uncertainty,coord_uncertainty_verb,uncertainty_unit,georef_status,georef_source,geodetic_datum,measurements,elevation,topography,ecological_zones,vegetation,disturbance_factors,condition,owner,register_status,archaeological_status,jurisdiction,site_designation,research_activity,recommendations,note,publish,option1,option2,flag1,flag2,sort_prefix,sort1,sort2,sort3,sort4,sort5,create_date,created_by,update_date,updated_by
3937,eng,L 99586,,L 99586: Mt Kenya,,"Nanyuki Distr., Mt. Kenya, National Park Road (Naro Moru Track).",,Africa: Kenya; Central Prov (KENYA),primary,0° 10' S,37° 13' E,0° 10' S,37° 14' E,,,-0.166667,37.216667,-0.166667,37.233333,false,,,,,,,,3300 m.,,,,,,,,,,,,In a wet slope in the Hagenia-Hypericum zone.,,true,,,false,false,L,099586,000000,000000,000000,000000,1999-02-19 00:00:00 UTC,PYWONG,2016-07-28 15:54:20 UTC,XGVIEWS
4088,eng,CAN 483715,,CAN 483715-Lake Hazen(NU),terrestrial,Quttinirpaaq National Park Reserve. Vicinity of Lake Hazen. 0.5 mile NNE of Hazen Camp.,,"North America: Canada; Nunavut, Ellesmere I.",primary,81° 45' N,68° 30' W,82° 10' N,72° 45' W,,,81.75,-68.5,82.166667,-72.75,false,,,,,,,,198.12-213.36 m,,,,,,,,,,,,Dry clay-silt bank with SW aspect by stream.,Original altitude: 650-700 ',true,,,false,false,CAN,483715,000000,000000,000000,000000,1999-02-25 00:00:00 UTC,MBOUCHARD,2016-07-28 15:54:19 UTC,XGVIEWS
4089,eng,CAN 483714,,CAN 483714-Lake Hazen(NU),terrestrial,Quttinirpaaq National Park Reserve. Vicinity of Lake Hazen. Slopes between Hazen Camp and McGill Mountain.,,"North America: Canada; Nunavut, Ellesmere I.",primary,81° 45' N,68° 30' W,82° 10' N,72° 45' W,,,81.75,-68.5,82.166667,-72.75,false,,,,,,,,304.8 m,,,,,,,,,,,,On gravel mound.,Original altitude:Alt. 1000',true,,,false,false,CAN,483714,000000,000000,000000,000000,1999-02-25 00:00:00 UTC,MBOUCHARD,2016-07-28 15:54:19 UTC,XGVIEWS
4090,eng,CAN 483713,,CAN 483713: Lake Hazen. Vicinity of Lake Hazen.  North shore of Lake Hazen opposite Gatter Island.,terrestrial,Quttinirpaaq National Park Reserve. Lake Hazen. Vicinity of Lake Hazen.  North shore of Lake Hazen opposite Gatter Island.,,"North America: Canada; Nunavut, Ellesmere I.",primary,81° 45' N,68° 30' W,82° 10' N,72° 45' W,,,81.75,-68.5,82.166667,-72.75,false,,,,,,,,,,,,,,,,,,,,On summit of gravelly hill.,,true,,,false,false,CAN,483713,000000,000000,000000,000000,1999-02-25 00:00:00 UTC,MBOUCHARD,2016-07-28 15:54:19 UTC,XGVIEWS
4100,eng,CAN 483712,,CAN 483712-Lake Hazen(NU),terrestrial,Quttinirpaaq National Park Reserve. Vicinity of Lake Hazen. Slopes between Hazen Camp and McGill Mountain.,,"North America: Canada; Nunavut, Ellesmere I.",primary,81° 45' N,68° 30' W,82° 10' N,72° 45' W,,,81.75,-68.5,82.166667,-72.75,false,,,,,,,,390.144 m,,,,,,,,,,,,On gravelly slope.,Original altitude: Alt. 1280',true,,,false,false,CAN,483712,000000,000000,000000,000000,1999-02-25 00:00:00 UTC,MBOUCHARD,2016-07-28 15:54:19 UTC,XGVIEWS
4354,eng,L 5572,,L 5572: Ellesmere Island,,,,"North America: Canada; Northwest Territories, Ellesmere Island",primary,82° 24' N,62° 0' W,82° 32' N,64° 30' W,,,82.4,-62.0,82.533333,-64.5,false,,,,,,,,,,,,,,,,,,,,,,true,,,false,false,L,005572,000000,000000,000000,000000,1999-03-22 00:00:00 UTC,PYWONG,2016-07-28 15:54:21 UTC,XGVIEWS
21581,eng,CANM 197579,,Comer-1893,,"Depot Island, côte N.O. de la baie d'Hudson",,"North America: Canada; Northwest Territories, Keewatin District",Secondary,63° 0' N,90° 20' W,63° 47' N,89° 53' W,,,63.0,-90.333333,63.783333,-89.883333,false,,,,,,,,,,,,,,,,,,,,,Lat/Lon: 63  00    N 090 20    W  S; Curator geo. id.: 4039,true,,,false,false,CANM,197579,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:20 UTC,XGVIEWS
21624,eng,CANM 220966,,Coombs-1948-08-29,,Baffin Island. Sirmilik National Park,,"North America: Canada; Northwest Territories, Pond Inlet",Secondary,70° N,78° 16' W,72° 40' N,78° 16' W,,,70.0,-78.266667,72.666667,-78.266667,false,,,,,,,,,,,,,,,,,,,,,Lat/Lon: 70  00    N 078 16    W  S; Curator geo. id.: 4038,true,,,false,false,CANM,220966,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:55:39 UTC,XGVIEWS
21694,eng,CANM 209637,,Kuc-1967-06-07,,White Glacier,,"North America: Canada; Northwest Territories, Axel Heiberg Island",secondary,79° 26' N,90° 37' W,79° 32' N,91° 0' W,,,79.433333,-90.616667,79.533333,-91.0,false,,,,,,,,,,,,,,,,,,,,On muds of moraines.,Curator geo. id.: 4038,true,,,false,false,CANM,209637,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:23 UTC,XGVIEWS
21704,eng,CANM 219785,,Steere-1948-07-30,,East end of McTavish Arm near Hunter Bay,,"North America: Canada; Northwest Territories, Great Bear Lake",Secondary,66° 0' N,118° 0' W,66° 6' N,118° 0' W,,,66.0,-118.0,66.1,-118.0,false,,,,,,,,,,,,,,,,,,,,On steep moist bank of calcareous sandy silt under aspens.,Lat/Lon: 66  00    N 118 00    W  S; Curator geo. id.: 4037,true,,,false,false,CANM,219785,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:23 UTC,XGVIEWS
22126,eng,CANM 198149,,Macoun-1890-09-16,terrestrial,Owen Sound In the bed on Sydenham River below Jones Falls and below the Potowattimie Falls,,"North America: Canada; Ontario, Owen Sound",secondary,44° 34' N,80° 56' W,44° 34' N,80° 57' W,,,44.566667,-80.933333,44.566667,-80.95,false,,,,,,,,,,,,,,,,,,,,On stones (wet).,Curator geo. id.: 4110,true,,,false,false,CANM,198149,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:23 UTC,XGVIEWS
22154,eng,CANM 198181,,Macoun-1893-05-17,terrestrial,"Parson's Mountain near Victoria, Sooke District near Victoria",,"North America: Canada; British Columbia, Barclay District",secondary,49° 0' N,124° 43' W,48° 21' N,123° 44' W,,,49.0,-124.716667,48.35,-123.733333,false,,,,,,,,,,,,,,,,,,,,On rocks.,Curator geo. id.: 7729,true,,,false,false,CANM,198181,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:24 UTC,XGVIEWS
22204,eng,CANM 198239,,Macoun-1882-07-06,,,,"North America: Canada; Manitoba, Lake Winnipegosis",secondary,52° 30' N,100° 0' W,51° 39' N,99° 55' W,,,52.5,-100.0,51.65,-99.916667,false,,,,,,,,,,,,,,,,,,,,On trees.,Curator geo. id.: 23,true,,,false,false,CANM,198239,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:23 UTC,XGVIEWS
22205,eng,CANM 198240,,Macoun,,,,"North America: Canada; Manitoba, Lake Winnipegosis",secondary,52° 30' N,100° 0' W,51° 30' N,99° 55' W,,,52.5,-100.0,51.5,-99.916667,false,,,,,,,,,,,,,,,,,,,,On rocks.,Curator geo. id.: 23,true,,,false,false,CANM,198240,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:23 UTC,XGVIEWS
101652,eng,CAN 123666,,Dutilly-2 JUL 1946-CAN 123666,,Baie James.  Sur une île granitique.,,"North America: Canada; Québec, Cté d'Abitibi (QC)",secondary,48° 20' N,78° 58' W,48° 51' N,,,,48.333333,-78.966667,48.85,,false,,,,,,,,,,,,,,,,,,,,,Curator geo. id.: 21,true,,,false,false,CAN,123666,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:33 UTC,XGVIEWS
103627,eng,CAN 246674,,CAN 246674-Lepage-27 JUL 1955,terrestrial,Cote Orientale de la Baie James. Rivière Eastmain.  2 milles au nord d'Eastmain.,,"North America: Canada; Québec, Territoire de Jamésie, Eastmain",Secondary,52° 12' N,78° 12' W,52° 17' N,78° 34' W,,,52.2,-78.2,52.283333,-78.566667,false,,,,,,,,,,,,,,,,"Expedition de l'Arctic Institute The Catholic University of America, Washington, D.C.",,,,"Grève gazonnée, avec Carex miliaris Mx.,",Curator geo. id.: 7582,true,,,false,false,CAN,246674,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:31 UTC,XGVIEWS
103630,eng,CAN 219105,,Drury-11 AUG 1950,,Kuskokwim River: High terrace along Kuskokwim.,,North America: United States; Alaska,primary,62° 55' N,155° 9' W,62° 58' N,155° 23' W,,,62.916667,-155.15,62.966667,-155.383333,false,,,,,,,,,,,With Sphagnum and Polytrichum,,,,,,,,,In drying center of interdune lake on a 100 ft high terrace which drains off the terrace.,Curator geo. id.: 28,true,,,false,false,CAN,219105,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
103653,eng,CAN 21325,,Macoun-12 JUL 1901,terrestrial,Chilliwack Valley,,"North America: Canada; British Columbia, New Westminster Land Distr., Chilliwack",primary,49° N,121° 25' W,49° 10' N,122° W,,,49.0,-121.416667,49.166667,-122.0,false,,,,,,,,1219.2 m,,,,,,,,,,,,,Original altitude: Alt. 4000 ft.,true,,,false,false,CAN,021325,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
103846,eng,CAN 111682,,Porsild-28 JUN 1926,terrestrial,Alaska Range: Richardson's Highway between Summit and McCarty.,1926-06-28,"North America: United States, Alaska",primary,63° 10' N,145° 40' W,64° 10' N,,,,63.166667,-145.666667,64.166667,,false,,,,,,,,304.80 - 914.40 m,,,,,,,,,,,,,Original altitude: 1000 - 3000 ft.,true,,,false,false,CAN,111682,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:35 UTC,XGVIEWS
103846,eng,CAN 111682,,Porsild-28 JUN 1926,terrestrial,Alaska Range: Richardson's Highway between Summit and McCarty.,1926-06-28,"North America: United States, Alaska",primary,63° 10' N,145° 40' W,64° 10' N,,,,63.166667,-145.666667,64.166667,,false,,,,,,,,304.80 - 914.40 m,,,,,,,,,,,,,Original altitude: 1000 - 3000 ft.,true,,,false,false,CAN,111682,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:35 UTC,XGVIEWS
103846,eng,CAN 111682,,Porsild-28 JUN 1926,terrestrial,Alaska Range: Richardson's Highway between Summit and McCarty.,1926-06-28,"North America: United States, Alaska",primary,63° 10' N,145° 40' W,64° 10' N,,,,63.166667,-145.666667,64.166667,,false,,,,,,,,304.80 - 914.40 m,,,,,,,,,,,,,Original altitude: 1000 - 3000 ft.,true,,,false,false,CAN,111682,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:35 UTC,XGVIEWS
104206,eng,CAN 31852,,Dutilly-11 AUG 1945-CAN 31852,terrestrial,"Rivière aux Mélèzes (Larch Riv.), Ungava.",,"North America: Canada; Québec, Cté du Territoire-du-Nouveau-Québec (QC)",primary,56° 45' N,69° 35' W,57° 40' N,73° 20' W,,,56.75,-69.583333,57.666667,-73.333333,false,,,,,,,,,,,,,,,,,,,,Tablette de dolomie calcaire.,Curator geo. id.: 7582,false,,,false,false,CAN,031852,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:35 UTC,XGVIEWS
104207,eng,CAN 31853,stream/river,Dutilly-10 AUG 1945-CAN 31853,terrestrial,Rivière aux Mélèzes (Larch River).,,"North America: Canada; Québec, Territoire-du-Nouveau-Québec",primary,56° 45' N,69° 35' W,57° 40' N,73° 20' W,,,56.75,-69.583333,57.666667,-73.333333,false,,,,,,,,,,,,,,,,,,,,,Curator geo. id.: 7582,false,,,false,false,CAN,031853,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:35 UTC,XGVIEWS
104436,eng,CAN 37433,,Porsild-28 JUN 1926-CAN 37433,,"Alaska Range: Richardson's Highway, Between Summit and McCarty.  Elevation 1000-3000 feet.",,North America: United States; Alaska,Secondary,63° 10' N,145° 40' W,64° 10' N,,,,63.166667,-145.666667,64.166667,,false,,,,,,,,304.8-914.4 m,,,,,,,,,,,,,Curator geo. id.: 28,true,,,false,false,CAN,037433,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
104979,eng,CAN 21326,,CAN 21326-Macoun-12 JUL 1901,terrestrial,,,"North America: Canada; British Columbia, Chilliwack Lake",primary,49° N,121° 25' W,49° 10' N,122° W,,,49.0,-121.416667,49.166667,-122.0,false,,,,,,,,1219.2 m,,,,,,,,,,,,By a rivulet.,Original altitude: Altitude 4000 FT,true,,,false,false,CAN,021326,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
104989,eng,CAN 121696,,CAN 121696-Richardson,,British North America: Forest country,,North America: Canada,primary,54° N,,64° N,,,,54.0,,64.0,,false,,,,,,,,,,,,,,,,,,,,Thickets,Curator geo. id.: 2,true,,,false,false,CAN,121696,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:51:48 UTC,XGVIEWS
105117,eng,CAN 64837,,CAN 64837-Drummond,,Rocky Mountains,,North America: Canada; Alberta,,52° N,,56° N,,,,52.0,,56.0,,false,,,,,,,,,,,,,,,,,,,,,Curator geo. id.: 29,true,,,false,false,CAN,064837,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:51:54 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
107938,eng,CAN 38059,,CAN 38059-Bathurst Inlet(NU),terrestrial,Bathurst Inlet,,"North America: Canada, Nunavut, Kitikmeot Region",primary(LL); NAD27(LL),67° 0' N,109° 0' W,68° 0' N,111° 0' W,,,67.0,-109.0,68.0,-111.0,false,,,,,,NAD27,,,,,,,,,,"Canadian Arctic Expedition, 1913-1916",,,,,Curator geo. id.: 4037,true,,,false,false,CAN,038059,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
108261,eng,CAN 37968,,Bell-JUN-AUG 1900,,Great Bear Lake  West shore of.,,,primary,65° 30' N,,66° 30' N,,,,65.5,,66.5,,false,,,,,,,,,,,,,,,,,,,,Barren grounds.,Curator geo. id.: 4037,true,,,false,false,CAN,037968,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:51:51 UTC,XGVIEWS
110268,eng,CAN 55386,,CAN 55386-Kazan Riv.(NU),freshwater,"Kazan River, below Yathkyed Lake.",,"North America: Canada; Nunavut, Kazan Riv.",primary(LL); secondary(LL),63° N,98° W,64° N,,,,63.0,-98.0,64.0,,false,,,,,,,,,,,,,,,,,,,,"In not too swift places in the river, in 4-8 feet of water.",,true,,,false,false,CAN,055386,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
111725,eng,CAN 105807,,Porsild-14 AUG 1932,,Mackenzie River Delta: East branch. Caribou Hills.,,"North America: Canada; Northwest Territories, Mackenzie River Delta",primary; secondary,68° 40' N,136° W,68° 55' W,,,,68.666667,-136.0,-68.916667,,false,,,,,,,,,,,,,,,,,,,,Snow flushes on hills.,Curator geo. id.: 26,true,,,false,false,CAN,105807,000000,000000,000000,000000,1999-07-19 00:00:00 UTC,CONVERSION,2016-07-28 15:54:34 UTC,XGVIEWS
